commentaire,dialect,classe
حلال الحرب لأنكم مرتدين,Tunisia,hate
حولة بالله غاضني لحال خوتي المغاربة هدي الحقرة ليبيا قلنا الأفارقة العرب ومسلكوش جزائر ربع مغربي بدون وثائق ويعملو وسط الجزائريين مرفوع الراس رغم مشاكل سياسية بقين شعبين خاوة هدي الحقرة لبين ربي يهديكم هدي رجلة,Tunisia,hate
مرا مخيب راسك يا هايشة,Tunisia,hate
سلطان مربي يهدر بتربية حنين يحتقروه قدام الناااس اختكم الجزائر,Tunisia,normal
نشوف تونس نعود نحمد ربي خلقني بلاد شعبها يقدس كلام ربي رغم السلبيات بصح الحمد لله حمد وألف شكر الأقل عندناش الجاهلية,Tunisia,normal
ههههه مل شب بشير معلم,Tunisia,normal
ماهوش صالح زمان مكان,Tunisia,normal
الشاب بشير رأيه مسكين كبشت تقول علقة يحفظ ويستر المرأة عورة وراني بشير ظالم مظلوم نظن عقدة الإسلام مايا,Tunisia,hate
قوانين صهاينة والكفرة يحبو دخلو عائلة تونسية حيط حبو مراة تحكم راجل وحبو بنت تخرج طوع ابوها وحبو تشتيت عائلة تونسية,Tunisia,hate
اليهود يحكمون العالم اخترعو الفايس واليوتيوب تحسب نفسك حائطهم عنتر زمانك خرائري تستعمله صنعهم هههخخ والله صدق الحسن تونس والمغرب توجد حديقة الحيوانات شعب غبي فهمت يحكمكم حفاض مليئ بالبراز بواسين يدين ماكرون بزغاريت ودموع يويويو طززز,Tunisia,hate
بلاد الشيخ طاهر عاشور وصلت,Tunisia,normal
يروى المسلمين دخلوا الأندلس طردوا بقايا النصارى رفضوا الخضوع طردوهم قمم الجبال الشمالية كونوا مملكة بقيادة بلاي وأصبح ملكا وحينما جمعوا أمرهم وقويت شوكتهم أرادوا حرب المسلمين واسترجاع أرضهم ورأوا الأمر يحتاج روية ودراسة حال المسلمين فأرسل ملكهم بلاي جاسوسا لينظر حال المسلمين عبر الجاسوس النهر وخرج شاطئ المسلمين فوجد فتية صغارا يتنافسون رمي النبال ووجد واحدا منفردا يبكي فسأله حاله وماذا ألم,Tunisia,normal
تربحك خمجا,Tunisia,abusive
بابابابابابابا مخلوع روحك سامع سايس يتقطعلك عرق,Tunisia,normal
بالله المناظر هاذم يمث لوا الشعب الت ونسي المسلم الفاسدين هاذم يمث لوا ارواحهم ومستنقع الفساد خرجوا رب غني وكبيييير,Tunisia,abusive
توانسة بدلوا فرض,Tunisia,normal
حرام ياربي كلام ربي مايلزمش يتمس حدود ياربي نزل سخطك وغضبك ياقادر مقتدر,Tunisia,hate
البداية حدثت الثورة وخرج الطاغية حكم فقهي الآن فالأمر مخالف أرض جهاد دعوة,Tunisia,hate
امك قحبة,Tunisia,abusive
السبسي كافر ويحلل الخمر معامل علاقة بالقرآن والآيات,Tunisia,hate
جيت لتونس مرات بلاد معبيا قحاب مكان وناس تفطر رمضان وحتي صوت الأذان مانسمعش بنسبه لتونس العاصمة المسلمين دولة كافره تلقا نسبة اسلام أكثرية الشعب ديوث اخلاقه فاسدة ويقولك مثقف يلعن الثقافة,Tunisia,hate
شعب مغلوب امره وحسبنا ونعم الوكيل شاء فليؤمن شاء فليكفر,Tunisia,normal
هاذا الحمار النكرة ولد عواطف,Tunisia,normal
هههه ديوث تشجع الامارات يضحكو نساكم,Tunisia,hate
زوز سخار مريم الدباغ معرس,Tunisia,normal
السن سبسي تخافش ربي واين رايح الشيب والعيب,Tunisia,abusive
يلحس و قفف و حاول يتقرب لطفي العبدلي يا ولدي راك ماسط,Tunisia,hate
نيكمك العبدلي,Tunisia,abusive
حرية لعرا توانسا احرار متربيين تفوو,Tunisia,normal
لمثلية ضرب نصوص القرآن عرض الحاءط احفظنا اهل سحاق واللواط نسبة كبيرةمن التوانس باغيين الفعل الاجرامي تعالى اللهم ضرب بعضا شوهتو الدين اهل النجسة,Tunisia,hate
سيناريو لسيتكوم رمضان انشاءالله هههه متعبوش مخاخكم,Tunisia,normal
أقل تربيتك لطفي,Tunisia,normal
اقسم بالله العظيم اصدق الخبر خبر خطير جدآ جدآ يمس اساس العقيدة الاسلامية يوجد دولة عربية اسلامية تتجرأ تفعل قرار القرار كفر صريح الحكومة التونسية العلمانيه بقيادة السيبسي العلماني الخبيث يريدون هدم الدين الاسلامي حسبي ونعم الوكيل ينصركم اخواننا تونس الحكومه الكافره,Tunisia,hate
صحيح ليسوا بشر يجب وضعهم السرك المزابل التخلص,Tunisia,hate
مسلمين,Tunisia,normal
قودو كامل جال البوز فاقو,Tunisia,normal
صدقني مشكلتك العرب موجوده بوهمك اللذي صنعه المستعمر الفرنسي,Tunisia,normal
اشتعمل اهنا تتصدق الناس اوماهو قاعد اتبيع وتربح الفلوس اليوتوب اوغيره تتقوحب مكش للبيع جابهالك الاخر خوذ افلوس اوطير زبي قله منيش للبيع قاعد اتبيع روحك للناس يتفرجوا مضحكة,Tunisia,abusive
طبعا خفيف الواجب تعمل تصرف نفسها لانو هيصرف جيبو,Tunisia,normal
كفووووف كلاتهم العزوزة هههههههه معلم حرام,Tunisia,normal
تمثيلية واظحة لخلق البوز,Tunisia,normal
قالك حافظ بدنك اعطي ترمتك واشكون يسالك واخدم مليح,Tunisia,abusive
تخرا,Tunisia,abusive
يحكيلها تعرس,Tunisia,normal
مايا المتعجرفه الخقوده متحبش افضل,Tunisia,normal
توانسة ولاد لقحاب زبي,Tunisia,hate
لطفي قليل تربية,Tunisia,normal
حيوانات شعب تونسي يهودي صهيوني منافقين كلاب ضالة يخافون رب انزل غضبك يخشاك,Tunisia,hate
شمس متربي,Tunisia,normal
شمس الدين باشا قالو مهوش راجل الصراحة خرج ارجل اشباه الرجال,Tunisia,normal
رخص,Tunisia,hate
بدأ الإسلام غريبا وسيعود غريبا فطوبى للغرباء أفحمتهم إفحاما فليموتوا بغيظهم عبيد الحكام والمنافقين,Tunisia,hate
مرسي لعزيزة,Tunisia,normal
عار المغرب العربي ليبيا المنيكة خير بواسة اليدين,Tunisia,hate
تونس وليبيا والمغرب والجزائر بلاد السود الكحاليش تقولو قافدي الهوية,Tunisia,hate
تحيا كريم الغربي ونقول للمعزة مايا برشيني اشتحميني ههه,Tunisia,abusive
أمين ڤارة مستعد يبيع ترمتو يعمل البووز ويمشي الحلقة,Tunisia,normal
ماعندنا ميراث مانقسمو عشنا ماكسبنا نموتو مانخلو ههههههههههههههه اختكم الجزائر,Tunisia,normal
جزائري جيعان تونس نيك اختك وامك يحبو الزب الجزائر وسخونات,Tunisia,abusive
شخصيات تاريخية سكر فمك محمد سالم نسيت الأكاديمي المصري فضحك مسمع العالم أخرص لسانك أناذاك تتشدق الشعب شوف نفسك ياعميل سيدك الطرطور والغنوشي والكل يعرف مزايدة الوطنيين التجمعيين الدساترة الأحرار برى شوفهم التجمعيين الفاسدين انضمو للنهضة والنداء كذاب ومفتري اقروا التاريخ القادمة قتل يوسف ابن عمه زرڤ لعيون يامفتري,Tunisia,normal
تحكي فرنسى وليت تحاول تحكي تونسي بطلاقه يزيو التفاهة عاجبو مايتفرجش,Tunisia,normal
وقفتلي زبي,Tunisia,abusive
تحكي البلايك اكبر بلاكة,Tunisia,normal
انتظرو عداب انتظرو فتنة,Tunisia,hate
تتكلم عاثقافه ههه,Tunisia,normal
لله لايمثل منهج السلفي شاب خارجي جاهل امثاله كثير لابد تعليمهم المنهج الحق خوارج يعلموا ابوا يرموا السجن لتستريح شرهم البلاد والعباد,Tunisia,normal
احب ربي احارب دينوا حاشت الدنيا الزايفة اتبع هالمهود ياربي تحمي عبادك الصالحين وتعجل بالنتقامك عالكفرة اللهم امين يارب العلامين شوف الشعب اقاسي يمقيمك ياعمر بعدك تتدفن العدل ياربي الزين اشتمتوه لعبتولوا اللعبة اخرجتوه اعملش هالكارثة,Tunisia,hate
